text,sentiment,clean_text,predicted_sentiment,confidence
"@theoneinpink oh, YEP, came up second on google.    Maybe it's equally as sad that I knew it was from that episode w/out reading your blog",1,oh yep came second google maybe equally sad knew episode wout reading blog,0,0.5305802639108554
Photo: 25 year Tetris anniversary is being recognized by Google  http://tumblr.com/xwm1z0chi,1,photo year tetris anniversary recognized google,1,0.8532378318455021
@MaddieMcBroom email me at stephaniemonier@gmail.com ,1,email stephaniemoniercom,1,0.6630483996482175
"loves @jonasbrothers Fly With Me. &lt;3 I've watched it...10 times on Youtube already.  I would watch more, but finals are tomorrow. ",0,loves fly lt ive watched times youtube already would watch finals tomorrow,1,0.6380846031634659
wtf is with google/gmail this morning? theyre not working for me. ,0,wtf googlegmail morning theyre working,0,0.8103302139923622
googling on pals out there.... ,0,googling pals,1,0.541990884009232
"Happy  added 3 new videos onto youtube, and finished my part of a collab ",1,happy added new videos onto youtube finished part collab,1,0.9154393584258694
put the video outthere. man it really sucks.  whatever check it out (: youtube.com/0pancakes0,0,put video outthere man really sucks whatever check youtubecompancakes,0,0.6317951809158124
"http://is.gd/w48U google streetview of Steentilstraat 33a, used to live there ",1,google streetview steentilstraat used live,1,0.7247210051613874
"@SphinxLee Wow, this is googd, cause parties often take my energy! ",1,wow googd cause parties often take energy,1,0.7469594503484818
"@Ahmier I'll be around, dear just tweet me or email back.  @lilyyxdayys How did you start following me? Are you a subscriber on YouTube?",1,ill around dear tweet email back start following subscriber youtube,1,0.8077459895816721
@nickjonline jonas brothers youtube has been suspended from sara if you dont believe go check ,0,jonas brothers youtube suspended sara dont believe go check,0,0.5150456053305774
I am on YOUTUBE. ,1,youtube,1,0.6501417179341825
"@catsparks yeah,it's the power of youtube! ",1,yeahits power youtube,1,0.6583518957766754
We are advirtising Twitter on YOUTUBE ,1,advirtising twitter youtube,1,0.7387727882257364
New version of Google Chrome out http://tr.im/m5aU...but still no Mac version ,0,new version google chrome still mac version,1,0.643843820201091
all those freaking tv shows on youtube...i miss my old friend ,0,freaking tv shows youtubei miss old friend,0,0.8838473506602043
*fingers crossed* hope youtube doesn't rip the audio off ,0,fingers crossed hope youtube doesnt rip audio,0,0.7236989894609034
"I've finally gone back to posting some of my music on YouTube for anyone who wants to listen, so enjoy! ",1,ive finally gone back posting music youtube anyone wants listen enjoy,1,0.8403844326068334
What to get my Dad for Father's day?  So last minute- I'm thinking maybe a funny conservative tee?  Better start googling something fast ,0,get dad fathers day last minute im thinking maybe funny conservative tee better start googling something fast,0,0.6860100557253297
"haha i was on youtube listening to poker face by lady gaga!! lolz, i actually like her ",1,haha youtube listening poker face lady gaga lolz actually like,1,0.9095429976648591
"@yazeez its good... but google chrome is better, the annoying thing about safari is the tabs and you can't reopen closed tabs ",0,good google chrome better annoying thing safari tabs cant reopen closed tabs,0,0.803698123695565
OMG Google Voice Search for Android is awesome! Even recognises my Scottish accent! ,1,omg google voice search android awesome even recognises scottish accent,1,0.8728027256894412
Damn. Just tried Cmd-R to reply in Gmail. That makes the browser reload the page ,0,damn tried cmdr reply gmail makes browser reload page,0,0.8986061843346291
"@MOSSBERGDABEAST No never heard of them, but I am about to google them now. Thx. ",1,never heard google thx,1,0.7825495788738087
Just found a clip on YouTube of a certain Pop singer name-checking me at a gig.  Wow... I had no idea it was televised. Feeling Special ,1,found clip youtube certain pop singer namechecking gig wow idea televised feeling special,1,0.6953692316235984
ah! youtube is on site matience right now... i hate this... its ok. i'm in the middle of some art... ,1,ah youtube site matience right hate ok im middle art,0,0.6343229756881001
@simonmayo You can create online spreadsheets here    http://docs.google.com/,1,create online spreadsheets,1,0.7389942012388895
Watched AlexATL videos on youtube minus Dance Parties and Tour Antics  no sound! going to see Night At The Museum 2!,0,watched alexatl videos youtube minus dance parties tour antics sound going see night museum,1,0.8016282649421383
"when you google &quot;Suggestions&quot;, Google is the first result ",1,google quotsuggestionsquot google first result,1,0.8432687855940577
@Lizinhollywood What patience? 8) And BTW we Europeans still aren't able to watch your First Time Driving  Can't you upload it on youtube?,0,patience btw europeans still arent able watch first time driving cant upload youtube,0,0.7764153262814226
New youtube vid. Finally. ,1,new youtube vid finally,1,0.8327032553206565
One more wait for me preview from google - http://wave.google.com/ - Everything is too &quot;Beta&quot; ,0,one wait preview google everything quotbetaquot,1,0.732308677677329
YouTube is being soooooo annoying!! ,0,youtube soooooo annoying,0,0.7198379233802059
Crezi ca este greu sa explici unor &quot;regulary people&quot; ce este si cum functioneaza Twitter?? Try Google Wave.. ,1,crezi ca este greu sa explici unor quotregulary peoplequot ce este si cum functioneaza twitter try google wave,1,0.8337357684571248
@rxgcrew iniwan nyo ko sa gmail hay ,1,iniwan nyo ko sa gmail hay,1,0.6491635682094142
@senatorhatty I did get the update OTA...woke me up at 6am. Worth it though.  #android,1,get update otawoke worth though android,1,0.6202918458139334
@shiraabel  Me and Ahoova are back and forth on gmail by now...this is only an after effect . Nobody called me yet. What does it mean?,1,ahoova back forth gmail nowthis effect nobody called yet mean,0,0.7376453609636417
"@padfootx whenever you get back on, i figured out how to rip audio from YouTube and I got a really good quality of The Promise  xx",1,whenever get back figured rip audio youtube got really good quality promise xx,1,0.6531470397892585
@CarterOrange True... I just picture Rob all throughout the book    I'm watchin some of your other videos on youtube. They r very good! ,1,true picture rob throughout book im watchin videos youtube r good,1,0.8140867356171029
"@sarahpierpont for some reason, german youtube won't let me see that video ",0,reason german youtube wont let see video,0,0.7592661581654072
"@kickyoutube hey, can i ask.... why cant i use AVI when i download? and kickyoutube is very usefule... it's nice! ",1,hey ask cant use avi download kickyoutube usefule nice,1,0.6888131342440889
@pen15lvr they frown on us googling alcohol at work ,0,frown us googling alcohol work,0,0.8265249267560411
"@elewis1997 Firefox... I loved it until about 4 months ago, when it stopped displaying my gmail inbox properly ",0,firefox loved months ago stopped displaying gmail inbox properly,0,0.6232747155026406
@RobstenRobsten yup. I googled bout it. I dnt know bout tony award ,0,yup googled bout dnt know bout tony award,1,0.6496938784065053
"I've asked Google, if it's legal to use maps in embed? They said &quot;yes&quot;, So embeds will came with dynamic maps as well.  Back to work...",1,ive asked google legal use maps embed said quotyesquot embeds came dynamic maps well back work,1,0.7392024177800214
"@mdrios ahh i just tried to youtube the clip, and viacom already took it down! ",0,ahh tried youtube clip viacom already took,0,0.8170815187918061
"Hanging with 4 cool homos, including Android Electro ",1,hanging cool homos including android electro,1,0.8770046914165135
WTF? My google sync hasn't updated since April 26th. NO WONDER I've missed random appointments. They aren't showing up on my calendar. ,0,wtf google sync hasnt updated since april th wonder ive missed random appointments arent showing calendar,0,0.7670821932436336
@CHRIS_Daughtry Cant find it on Youtube and VH1 doesnt like us canadians! ,0,cant find youtube vh doesnt like us canadians,0,0.9445577713637354
CHK CHK booooom. look it up on YouTube. ,1,chk chk booooom look youtube,1,0.8407276859293455
"awwww, there are vids on youtube of the convention I DIDN'T get to go to.. Jared is so funny! And I missed it. It makes me cry ",0,vids youtube convention didnt get go jared funny missed makes cry,0,0.9285627806615577
I've watched almost 10.000 videos on the Youtube. Check out my account  I am awesome....(agree or die),1,ive watched almost videos youtube check account awesomeagree die,1,0.5711412950942395
"omgoodness.. hot day today, my backs burnt  i decided i need to make a new youtube video sheesh, i fail lol",0,omgoodness hot day today backs burnt decided need make new youtube video sheesh fail lol,0,0.6627028269319708
"Yikes, Kajagoogoo are ageing worse than me...http://twitpic.com/556ih and that comeback tour consists of two dates  - one in my home town ",0,yikes kajagoogoo ageing worse comeback tour consists two dates one home town,0,0.7889160042256338
"In march, @evernote said they were working on an android version. How far in the works is it? Curious. Looking forward to it ",1,march said working android version far works curious looking forward,1,0.7554178605586186
@weezy_princess I watched it on Youtube ,1,watched youtube,1,0.6359436581833287
"@kevly90 Kevin, that's exactly why i called you! cause I was on my break...now I'm not  are you on gmail chat?",0,kevin thats exactly called cause breaknow im gmail chat,1,0.6230821556398966
setting up my music youtube ,1,setting music youtube,1,0.7889178647811049
Just saw a graphic and close up YouTube clip of a Iranian protester bleeding to death ,0,saw graphic close youtube clip iranian protester bleeding death,0,0.8036744328772063
@kerryjeanpower yip  there is the Google phone option... or I guess any of those types of phone?,0,yip google phone option guess types phone,0,0.7439492273466648
"Btw, #GoogleWave T-shirt is very nice, I'd like one and one more as a backup. ",1,btw googlewave tshirt nice id like one one backup,1,0.8516550541132374
@janine_j9 haha. same.  &amp; myspace &amp; youtube.,1,haha amp myspace amp youtube,1,0.83231354892177
Setup my Facebook and Google ads! ,1,setup facebook google ads,1,0.674196307257422
"updating on youtube, subscribe to me on there and be friends  http://www.youtube.com/user/tojodorian",1,updating youtube subscribe friends,1,0.7751441531145177
Following the Angel from Sussex too now. Following her vids on youtube too. Check them out...  www.youtube.com/sussexangel ,1,following angel sussex following vids youtube check,1,0.862654339199087
i wish i understood this twitter stufff. i even looked up on google how to understand this site. im a confused and distraught giirl. ,0,wish understood twitter stufff even looked google understand site im confused distraught giirl,0,0.8236799178427554
@jcodybaker look at this. Now.  http://wave.google.com/,1,look,1,0.8871702740991986
"set google reader to offline - it downloaded all posts, another online/offline switch - it is downloading again ",0,set google reader offline downloaded posts another onlineoffline switch downloading,1,0.5745110740995896
"I'm in photography, even though I've finished college. I'm such a dedicated student... watching youtube videos ",1,im photography even though ive finished college im dedicated student watching youtube videos,1,0.6919408760175647
@EvaLedesma I know sucks huh? even i can't answer that for you cos YouTube didn't even give me so much as an explanation!  such a waste!,0,know sucks huh even cant answer cos youtube didnt even give much explanation waste,0,0.9372279604592371
Looks like #officialbb have had my youtube account removed. Don't know why mine but they are leaving up other peoples  Been sharing the,0,looks like officialbb youtube account removed dont know mine leaving peoples sharing,0,0.8755339741348904
Missing my adorable nieces - watching YouTube videos of them is just not enough sometimes ,0,missing adorable nieces watching youtube videos enough sometimes,0,0.5036351263320447
Bored of Sims for today  Still thinking of a name for me and Lukes youtube account to post our awesome new vid on  ideas people!!,0,bored sims today still thinking name lukes youtube account post awesome new vid ideas people,1,0.5079249164369056
@ramielemalubay yup...saw your youtube site and it was nice! specially the one you singing halo... great voice! a true pinoy pirde! ,1,yupsaw youtube site nice specially one singing halo great voice true pinoy pirde,1,0.9073870535801459
"a new youtube account, probably just originally made videos once I get a camcorder. ",1,new youtube account probably originally made videos get camcorder,1,0.6405486343395592
I had a fun day yesterday with my cousins  I love the videos you showed me in youtube @luaann,1,fun day yesterday cousins love videos showed youtube,1,0.875872270391863
"&quot;Trading My Sorrow Solevites Norway&quot; in Youtube, My first time to dance!!!!  To God be the glory! ;) hehe",1,quottrading sorrow solevites norwayquot youtube first time dance god glory hehe,1,0.9069659252105795
"@ddlovato AJ RAFAEL (AWESOME MUSICIAN, FAMOUS ON YOUTUBE) COVERED YOUR SONG, DON'T FORGET. PLEASE WATCH IT  IT'S GOOD! http://bit.ly/vFWAs",1,aj rafael awesome musician famous youtube covered song dont forget please watch good,1,0.9099594857443948
hey   my youtube page is changed  visit http://youtube.com/ejayivanlac,1,hey youtube page changed visit,1,0.7931865753555707
I've added 5 or 6 videos to my youtube in the last day! Yaybees! And I'm editing even more of them now. ,1,ive added videos youtube last day yaybees im editing even,1,0.5145504759750718
"@julieunplugged Thanks--I'll try it! Funny, I'm so used to twittering my questions that I forget to google. ",1,thanksill try funny im used twittering questions forget google,1,0.8960864572133748
I search #Twitter now more that #Google especially for local results ,1,search twitter google especially local results,1,0.8430957218658993
@Stephanya my inspiration for my new vlog style is at http://youtube.com/supermac18 ,1,inspiration new vlog style,1,0.7978377965261221
@imkesdiary Lemme see your YouTube channel! Send me the URL ,1,lemme see youtube channel send url,1,0.7838646315958181
Im liking google chrome ,1,im liking google chrome,0,0.5021675481052592
"@mmitchelldaviss It saddens me, you're youtube has changed. It's just like every other youtube kid, you used to be different ",0,saddens youre youtube changed like every youtube kid used different,1,0.5553158421063459
Will an Android soon be running part of your life?  That's my plan  http://www.slate.com/id/2219779/,1,android soon running part life thats plan,1,0.7801248615437301
Sad that JB's youtube is suspended  listening to Paranoid by them ,0,sad jbs youtube suspended listening paranoid,0,0.6947172465231022
pimp my #g1  #googlemaps now as standalone app in the market. nice new functions,1,pimp g googlemaps standalone app market nice new functions,1,0.850774996585784
one of my site is labeled: 'This site may harm your computer'  by Google ,0,one site labeled site may harm computer google,0,0.5051435550797723
It's so hard having to walk someone through how to do something on a mac when all I have are whatever screenshots I can find on google ,0,hard walk someone something mac whatever screenshots find google,0,0.6046422819055944
"@linseelu I haven't been able to find one, or youtubes ",0,havent able find one youtubes,0,0.7810552442347262
Subscribe to our YouTube channel - http://YouTube.com/tiamowryonlineorg (our previous URL was tia-mowry.org btw) ,1,subscribe youtube channel previous url tiamowryorg btw,1,0.7960551198706142
"@iA My mum does that, full URLs in the search bar  And a load of my mates will type 'Youtube' in Google then click the result. #usersfail",0,mum full urls search bar load mates type youtube google click result usersfail,1,0.6300509418274897
@jasdeep @sepiaverse have you come across songs of satinder sartaaj on youtube.. sounds good ...  #sufi,1,come across songs satinder sartaaj youtube sounds good sufi,1,0.8196943022554656
@_Chelsea_Marie i knw but... its fake on youtube... someone put a diff band on there ,0,knw fake youtube someone put diff band,1,0.5128462227608607
"@clvngodess go to Joanns for fabric...and be sure to google joanns coupons, you can save money that way... ",1,go joanns fabricand sure google joanns coupons save money way,1,0.7733353074893488
@skibumbrian777 LOL...I will probably catch it on youtube tomorrow  go enjoy...will be up for awhile,1,loli probably catch youtube tomorrow go enjoywill awhile,1,0.649973590710815
Can't wait to be home and watch some youtube videos!  Only 30 minutes to go...,1,cant wait home watch youtube videos minutes go,1,0.7752958079963127
"Youtube is made of such fail  Also, how do I inform my parents that my car scares the crap out of me without sounding ungrateful?",0,youtube made fail also inform parents car scares crap without sounding ungrateful,0,0.8690882631030376
#youtube - Souljaboy - Crank that  iwie verarsche =D http://cli.gs/Se6MV1,1,youtube souljaboy crank iwie verarsche,1,0.695892225187891
omgod Google fails me right now ,0,omgod google fails right,1,0.5303428860314142
"@Sims_Fan I downloaded it, google &quot;The Sims 3 Reloaded&quot; It's the full game, and working awesome. And it works on BOTH Mac and PC! ",1,downloaded google quotthe sims reloadedquot full game working awesome works mac pc,1,0.8543752971829534
Please visit the following sites: http://www.Youtube.Com/helloimnicknarnia and dont be afraid ,1,please visit following sites dont afraid,0,0.5241954130825488
"I love fabio, for those who don't know who that is, google him. Its my dream man. ",1,love fabio dont know google dream man,1,0.5818068363036575
wow this was recomended for me... http://bit.ly/4ec9xv  youtube know me well  love it! &lt;3,1,wow recomended youtube know well love lt,1,0.8660369953082857
@nicolemauricio Aw how come ur up so early? love ur youtube vids btw ,1,aw come ur early love ur youtube vids btw,1,0.7711253684661024
@Nanalew I'm sorry   I hope @YouTube starts being nice...,0,im sorry hope starts nice,0,0.7979337063354325
@HanaStephenson I hope I'll go very soon too oO just saw that you had the Homeparty Poster as your background on your old youtube ,1,hope ill go soon oo saw homeparty poster background old youtube,1,0.7936284613252151
Watch the original Star Trek episodes on Youtube. Loved the movie. ,1,watch original star trek episodes youtube loved movie,1,0.8569406525130827
 still awake.  Just looked up eye make up on YouTube and dis a pretty blue on myself. I need to sleep !,0,still awake looked eye make youtube dis pretty blue need sleep,0,0.5256098513404622
eagerly w8ing for google's WAVE....... i wonder how it will be.... shuld b nice.... ,1,eagerly wing googles wave wonder shuld b nice,1,0.8846814976512505
"@ExodusFX Ukiah, way north of SF. Google map it ",1,ukiah way north sf google map,1,0.6911331202457595
Feeling bad for Chrysler....it is a brand I grew up with. But I hate it  I am big fan of Audi!! but driving a land rover @missgoogle ))),1,feeling bad chryslerit brand grew hate big fan audi driving land rover,0,0.8779237705726095
"DAMN had a good youtube vid all worked out, then my bloody computer doesnt reconnise the vid format  *huffs*",0,damn good youtube vid worked bloody computer doesnt reconnise vid format huffs,0,0.8234331317143648
It's Tetris' silver jubilee! Google's tribute is cool  http://bit.ly/fGobja,1,tetris silver jubilee googles tribute cool,1,0.8248906323592892
in touch with google maps.. anyone wanna give some tutorial? ,1,touch google maps anyone wanna give tutorial,1,0.7932463122493437
Going back to Firefox. New imporvements I see. I like. I still sorta miss Google Chrome. ,0,going back firefox new imporvements see like still sorta miss google chrome,0,0.7046286066795469
Please subscribe so I can be a partner! PLEASE http://www.youtube.com/user/NonSufficientFunds Please and thank you! ,1,please subscribe partner please please thank,1,0.7995902629784154
"Extremely, extremely SAD to give up my Opera browser for better Gmail functionality  I love it in all other respects...time to try Chrome",0,extremely extremely sad give opera browser better gmail functionality love respectstime try chrome,0,0.6390540251208598
Just posted a new vid on youtube  go check it out. youtube.com/heatherbiondio,1,posted new vid youtube go check youtubecomheatherbiondio,1,0.7587709149395323
@kpacek330 have you seen jennettes new youtube video of her singing ?!  you should btw shes such an amazing singer ,1,seen jennettes new youtube video singing btw shes amazing singer,1,0.8848718740473704
@mydesire I saw that earlier on Darker Sights/Sounds. I subscribe to that blog in my google reader.  Yummmminesssssss.,1,saw earlier darker sightssounds subscribe blog google reader yummmminesssssss,1,0.7365714857020088
@youtube why do we wait so long for the video to upload to have it have to upload again ,0,wait long video upload upload,0,0.6563283045042833
@TradingGoddess Omg! I'm sorry!  Ugh.. im so mad right now.. @jonasbrothers YouTube account got suspended &gt; ARRGH!,0,omg im sorry ugh im mad right youtube account got suspended gt arrgh,0,0.9690617982241908
Watching boys over flowers now at youtube ,1,watching boys flowers youtube,1,0.8388151936649114
@benald Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy ,1,hi uploaded completely new chinese lessons please feel free watch enjoy,1,0.9010428739891769
"@pambaggett bummer!  did you search for the site you are looking for? if you have a google account, it may have your search history.",0,bummer search site looking google account may search history,0,0.6141214591724536
@DaisyKary Thank you for posting Clef's Idol Video on your Youtube Channel! Love it! ,1,thank posting clefs idol video youtube channel love,1,0.9647591614965878
@djstevecox steve I can't copy links with the G1. Ill do it tonight late. Send me ur email.   jasonsteven617@gmail.com,1,steve cant copy links g ill tonight late send ur email jasonstevencom,0,0.6443313896959026
http://twitpic.com/6tgq7 - I just found one of my CK Underwear shoot pics on Google Images...woop woop ,1,found one ck underwear shoot pics google imageswoop woop,1,0.7315037009002632
watching acoustic paramore videos on youtube   i should b sleeping. gotta work 2morow morning.,1,watching acoustic paramore videos youtube b sleeping gotta work morow morning,1,0.688554068391496
http://www.youtube.com/user/jima6636   i should just do that and shut it down ,0,shut,0,0.6047321288757503
"@valleygurl hey there girl, i tagged u on youtube since u say u like to be tagged, i did! lol ",1,hey girl tagged u youtube since u say u like tagged lol,1,0.8468781986042909
I may be using Bing more than Google in the future. In fact it saves time searching with Bing: 4 letters less to type in the URL. ,1,may using bing google future fact saves time searching bing letters less type url,1,0.8688681337486163
@Jonasbrothers your youtube account was shut down!!!!!! ,0,youtube account shut,0,0.6383990128938983
So much news on more Android based devices - especially on T-Mobile. I'm all giddy and can't wait  (starts saving up) #android #tmobile,1,much news android based devices especially tmobile im giddy cant wait starts saving android tmobile,1,0.7632928590259678
no googledesk top for me - it won't play nicely with 64 bits it seems ,0,googledesk top wont play nicely bits seems,0,0.5282900084955977
Gmail strugling to pop-up since morning ,0,gmail strugling popup since morning,0,0.5402481509039434
"and now its already lunch time... u have just finished with twitter,FB,orkut,gmail..!!! damn.. when will my work start.. ",0,already lunch time u finished twitterfborkutgmail damn work start,0,0.7722602397683438
@4goggas do u remember how *life-changing* Google Knol was supposed to be? ,1,u remember lifechanging google knol supposed,1,0.5183365633092641
Comparison of HTC Touch Pro and Diamond running Android  http://twitpic.com/6agpe Diamond has colors off!  Barely working tho ,1,comparison htc touch pro diamond running android diamond colors barely working tho,1,0.5691594980826122
"I don't know what the idea is. I can use twitter, google talk but can't surf internet. What's wrong with it. ",0,dont know idea use twitter google talk cant surf internet whats wrong,0,0.9310090200498982
@mahafreed Damn. Google Translate doesn't work on Marathi. ,0,damn google translate doesnt work marathi,0,0.9020565850462273
"@tashjudd dm won't send. my email is suw.charman - at -gmail.com, and it's for this project: http://is.gd/LAmp ",1,dm wont send email suwcharman gmailcom project,1,0.5017487117553884
"@dongwayne ohhhh seems like you need to reset it, bad luck  it happened to my ipod too! just google how to reset it.",0,ohhhh seems like need reset bad luck happened ipod google reset,0,0.8708302417638424
"@jashapiro MacStories 1st Contest: Win a copy of Mailplane, the app that brings Gmail to Mac. See details at macstories.net  ",1,macstories st contest win copy mailplane app brings gmail mac see details macstoriesnet,1,0.7227659592309914
About cook bbl  in the mean time go to youtube and check out my first mini movie lol            &quot;theonearmedgamer&quot;   Until t ...,1,cook bbl mean time go youtube check first mini movie lol quottheonearmedgamerquot,1,0.9081829333255544
"what's with the new highqualityness of youtube? i dont give a crap about quality, it's making everything load slow ",0,whats new highqualityness youtube dont give crap quality making everything load slow,0,0.7238395129636179
COMMENTS now open on my second channel  http://www.youtube.com/user/ShaneDawsonTV2,1,comments open second channel,1,0.6617522995626924
Opera doesn't want to open any Google service on my computer ... ,1,opera doesnt want open google service computer,0,0.8258887508189904
"If someone does not want his G2phone from google IO, I'm interested  I can't find any android phone in china ",0,someone want gphone google io im interested cant find android phone china,0,0.8528943207524395
"Now I must pontificate &amp; pundit: I &lt;3 reading MY #Twitter feeds! It's like @Google search, or #RSS ... except on Auto-Pilot! ",1,must pontificate amp pundit lt reading twitter feeds like search rss except autopilot,1,0.7848319566258027
Was freaking out about getting lost in #zurich in the middle of the night... But I have google maps on my phone - no worries ,1,freaking getting lost zurich middle night google maps phone worries,0,0.5428651411188519
@senthilnayagam The funniest thing is it doesn't think I am a bot when I search using IE. Problem persists only in Google Chromium ,1,funniest thing doesnt think bot search using ie problem persists google chromium,1,0.7095106177829125
"Running #android on my Openmoko Freerunner. Eye-candy UI, makes good use of both HW buttons for navigation. Linux base OS not as nice. ",0,running android openmoko freerunner eyecandy ui makes good use hw buttons navigation linux base os nice,1,0.7235966466739449
I &lt;3 mcfly interviews on youtube ,1,lt mcfly interviews youtube,1,0.8041719394400144
"stuck at my &quot;party&quot; with emily google imaging ryan reynolds. boring. i wish i was seeing hero status, through the agony, and chris beloud ",0,stuck quotpartyquot emily google imaging ryan reynolds boring wish seeing hero status agony chris beloud,0,0.8229076501085162
"@SONGSBYTHEDOT www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x",1,videoscommentampsuscribe amp follow cheers x,1,0.8971638266922821
@pnchailton omg i just saw your youtube I cant believe they hacked you ,0,omg saw youtube cant believe hacked,0,0.8130854066273044
Yeah! Android 1.5 on my G1  And it has interface in Polish ,1,yeah android g interface polish,1,0.7480837520761633
"@commercialdeals Hi, I am a creative web designer and would love to work on your project, you can contact me at kumailht@gmail.com ",1,hi creative web designer would love work project contact kumailhtcom,1,0.7327075101067396
testing firefox 3.5 beta 4 to try out the http://www.youtube.com/html5 html5 video ,1,testing firefox beta try html video,1,0.794438226899155
"@Gabs1468927 yeah lol, i watch it online thoughon youtube though lol cause over here season 6 hasn't even started! ",0,yeah lol watch online thoughon youtube though lol cause season hasnt even started,0,0.553713172684021
Searching for photograph of escaping car from a traffic jam...tried all strings on google... ,0,searching photograph escaping car traffic jamtried strings google,0,0.6637881943774881
"@cymberrain try Babel Fish it translates a whole website, I think Google Translate does it too ",1,try babel fish translates whole website think google translate,1,0.7100224649993367
"*sighs* Can't find Pulp Culture on youtube, but at least on I-Tunes, &quot;Paradize&quot; is my favourite ",1,sighs cant find pulp culture youtube least itunes quotparadizequot favourite,0,0.7408997942466692
wow i have nothing to say..im spaced out..i think im gonna go watch youtube videos ,1,wow nothing sayim spaced outi think im gonna go watch youtube videos,1,0.6651594414850109
I love Eisblume!  If you love bands like Within temptation i suggest you youtube them. (:,1,love eisblume love bands like within temptation suggest youtube,1,0.8617260166352647
"@alyssabarlow Seriously, youtube is getting lonely without the BG podcasts!! ",0,seriously youtube getting lonely without bg podcasts,0,0.8099514333893212
@shay98 i'm soo hoarse I was screaming my head off last night....there's video of donnie's fix this shit song on youtube ,1,im soo hoarse screaming head last nighttheres video donnies fix shit song youtube,0,0.803131492685196
@ShawnKing Google maps says 223 miles from Groton MA to Lake George NY via I-90 ,0,google maps says miles groton lake george ny via,1,0.7465585409522527
@jonasbrothers http://twitpic.com/7gowf - I write funny songs about you!   myspace.com/JonasTunesRock and youtube.com/JAZJess15,1,write funny songs myspacecomjonastunesrock youtubecomjazjess,1,0.8143715408012216
@johannaharness The book is still collecting virtual dust in Google docs  But I hear it's siren call getting louder....,1,book still collecting virtual dust google docs hear siren call getting louder,1,0.5956491018833561
I want to make a youtube video but I have no ideas :| Helpp? ,1,want make youtube video ideas helpp,1,0.5091541372672422
@Jonasbrothers-JB what do we do now? Your youtube account has been suspended!!! ,0,jb youtube account suspended,0,0.7366600328586653
@miss_om Thanks - I googled but found nothing - probably cos I was spelling it wrong ,1,thanks googled found nothing probably cos spelling wrong,1,0.5358106897831927
"Sad that Gmail chat has died, so I can't help @natalidelconte ",0,sad gmail chat died cant help,0,0.9848876751679907
@minijesus u just said the iGoogle apps were crap ,0,u said igoogle apps crap,0,0.7731949428441184
Wondering why and how page rank at DemoGeek.com dropped to 2? For some reason Google is not playing nice with me these days ,0,wondering page rank demogeekcom dropped reason google playing nice days,0,0.5905889053745567
Ah so that's why Youtube has been down. I never thought changing some of the fonts around on it would be that  hard ,0,ah thats youtube never thought changing fonts around would hard,0,0.5152362212663101
@dannygokey Hi Danny!  Listened to you&amp;choir on YouTube singing &quot;Draw Nigh&quot;.  Beautiful!  Hope you'll make an album of Christian songs! ,1,hi danny listened youampchoir youtube singing quotdraw nighquot beautiful hope youll make album christian songs,1,0.9420289121664344
"Happy Monday! You know, sometimes YouTube really sux! Didn't accept pt. 2 of my David Ready Jr. interview!Seconds too long!Ok,now again. ",0,happy monday know sometimes youtube really sux didnt accept pt david ready jr interviewseconds longoknow,0,0.6205015911203196
"sau má»t buá»i sÃ¡ng bÃ£o bÃ¹ng nghe sáº¥m sÃ©t, mÃ¬nh ÄÃ£ vÃ o ÄÆ°á»£c Gmail ",0,sau má»t buá»i sã¡ng bã£o bã¹ng nghe sáº¥m sã©t mã¬nh äã£ vã äæ°á»£c gmail,0,0.5678988757817345
It would appear that youtube links don't work on Twitter  anyway hillarious video: http://www.youtube.com/watch?v= jXNmCgOUVBo,0,would appear youtube links dont work twitter anyway hillarious video jxnmcgouvbo,0,0.6312039063237574
missed shane on tv.  checking youtube now.,0,missed shane tv checking youtube,0,0.7221571090571279
@ChristyBourque I'm the Course Designer. Don't talk 2 students unless there R problems. I do tech support 4 faculty &amp; do YouTube stuff. ,1,im course designer dont talk students unless r problems tech support faculty amp youtube stuff,1,0.5679573247983848
Watched 311's performance from Jimmy Kimmel on youtube last and WOW..the sound was extremely off and I thought SA's mic was too loud ,0,watched performance jimmy kimmel youtube last wowthe sound extremely thought sas mic loud,0,0.7333297791762212
i think i'm guna cry YouTube Sort it out ,0,think im guna cry youtube sort,0,0.8486206883824535
@TheSats Which channel is it on on youtube ?? can't believe i missed it!!   xx,0,channel youtube cant believe missed xx,0,0.8845827255619197
i had to turn on keybd shortcuts in gmail. &amp; that's not even on the mailplane FAQ page. bad 1st experience! (tnx @nickcernis &amp; @jpinnix ,1,turn keybd shortcuts gmail amp thats even mailplane faq page bad st experience tnx amp,1,0.5449655690912795
@deanhatescoffee No problem. I can google it myself... ,1,problem google,1,0.8225400358685999
@careyyyy Tetris must have some anniversary today - it's Google's &quot;hot link&quot; today - so that probably helps the trend ,1,tetris must anniversary today googles quothot linkquot today probably helps trend,1,0.835362236393474
I WANT A REALTIME YOUTUBE INVITATION ,0,want realtime youtube invitation,0,0.631825470578739
@girlofavalon The video is great but the audio isn't working well for me so I found on youtube! Alfie is a cute guy! Loved his portuguese ,1,video great audio isnt working well found youtube alfie cute guy loved portuguese,1,0.6321431346241143
